county_fips,year,bea_total_income,population,bls_labor_force,bls_employed
19037,2022,1044891000,11716,6545,6375
19039,2020,416575000,9726,4765,4513
19039,2021,446437000,9756,4909,4718
19039,2022,468275000,9692,4958,4809
19041,2020,875578000,16335,8368,7999
19041,2021,975367000,16428,8502,8217
19041,2022,1021016000,16475,8538,8301
19043,2020,923167000,17030,9657,9119
19043,2021,1034767000,17047,9642,9193
19043,2022,1098576000,17027,9546,9171
19045,2020,2200713000,46432,22002,20548
19045,2021,2394872000,46526,21947,20886
19045,2022,2439029000,46344,22148,21352
19047,2020,731781000,16490,7923,7515
19047,2021,860812000,16243,7808,7438
19047,2022,882106000,16123,7793,7467
19049,2020,7111800000,100473,50683,48911
19049,2021,7993870000,104069,52067,50687
19049,2022,8634580000,108016,53951,52836
19051,2020,366363000,9112,4114,3952
19051,2021,419754000,9146,4184,4056
19051,2022,472043000,9130,4289,4182
19053,2020,296623000,7605,4197,4039
19053,2021,332782000,7660,4286,4154
19053,2022,342139000,7683,4376,4268
19055,2020,906895000,17456,10383,9979
19055,2021,1014153000,17531,10422,10105
19055,2022,1070746000,17568,10491,10242
19057,2020,2090958000,38816,18574,17216
19057,2021,2257358000,38507,18440,17380
19057,2022,2321193000,38293,18370,17583
19059,2020,1112517000,17766,9771,9283
19059,2021,1272619000,17852,10190,9825
19059,2022,1336943000,18028,10739,10433
19061,2020,5243002000,99291,55031,51877
19061,2021,5733915000,98815,55164,52947
19061,2022,5929463000,98677,56127,54482
19063,2020,416674000,9335,5033,4788
19063,2021,478922000,9318,4932,4749
19063,2022,496592000,9176,4907,4762
19065,2020,891618000,19445,10237,9688
19065,2021,978283000,19309,10191,9754
19065,2022,1016144000,19294,10448,10113
19067,2020,759162000,15590,8230,7744
19067,2021,868330000,15449,8232,7909
19067,2022,908602000,15337,8310,8059
19069,2020,489368000,9997,5582,5375
19069,2021,613010000,9952,5644,5452
19069,2022,644545000,9916,5599,5452
19071,2020,348756000,6567,3693,3581
19071,2021,403158000,6575,3733,3634
19071,2022,404208000,6464,3717,3625
19073,2020,445741000,8752,5306,5084
19073,2021,523891000,8733,5347,5179
19073,2022,540269000,8741,5377,5262
19075,2020,670451000,12334,6285,6016
19075,2021,774987000,12371,6337,6125
19075,2022,805622000,12356,6371,6206
19077,2020,612655000,10613,5387,5123
19077,2021,691423000,10586,5505,5292
19077,2022,724175000,10647,5639,5476
19079,2020,743014000,15008,6771,6478
19079,2021,874321000,14883,6819,6555
19079,2022,942440000,14820,6950,6752
19081,2020,548180000,10757,5749,5486
19081,2021,658888000,10685,5734,5535
19081,2022,711644000,10685,5728,5592
19083,2020,820225000,16820,7769,7417
19083,2021,1022919000,16719,7809,7512
19083,2022,1142814000,16567,7819,7580
19085,2020,706499000,14564,6967,6687
19085,2021,821155000,14683,7046,6795
19085,2022,854318000,14658,7114,6918
19087,2020,922657000,20451,9452,8959
19087,2021,1006013000,20390,9498,9134
19087,2022,1011973000,20196,9593,9309
19089,2020,467510000,9492,5094,4872
19089,2021,568831000,9500,5134,4954
19089,2022,602024000,9533,5242,5074
19091,2020,480358000,9595,4933,4729
19091,2021,551038000,9637,4956,4799
19091,2022,579710000,9572,4927,4803
19093,2020,381784000,7019,3974,3835
19093,2021,479733000,6974,3978,3863
19093,2022,530218000,6888,3972,3881
19095,2020,913193000,16654,10053,9618
19095,2021,990038000,16574,9954,9608
19095,2022,999150000,16475,9787,9535
19097,2020,949642000,19452,10582,9949
19097,2021,1046925000,19397,10614,10132
19097,2022,1073188000,19324,10673,10321
19099,2020,1720835000,37810,19168,18167
19099,2021,1901168000,37874,19194,18437
19099,2022,1916650000,37938,18561,17983
19101,2020,762150000,15693,9787,9257
19101,2021,841378000,15762,9954,9578
19101,2022,863056000,15698,10365,10109
19103,2020,8636861000,153042,84503,80507
19103,2021,9445679000,155016,84706,81824
19103,2022,9745262000,156420,86408,84386
19105,2020,979406000,20653,10218,9647
19105,2021,1091048000,20839,10250,9834
19105,2022,1117060000,20848,10385,10044
19107,2020,479766000,10012,5140,4891
19107,2021,541180000,9924,5197,4988
19107,2022,548002000,9904,5192,5031
19109,2020,755056000,14794,8099,7798
19109,2021,917913000,14524,8160,7917
19109,2022,962831000,14475,8289,8093
19111,2020,1556266000,33520,15629,14622
19111,2021,1640881000,33208,15299,14471
19111,2022,1639615000,32840,14890,14193
19113,2020,12746463000,230411,119332,111888
19113,2021,13695124000,229458,119547,114116
19113,2022,13954488000,229033,120784,116971
19115,2020,504393000,10821,5936,5649
19115,2021,554343000,10747,5881,5650
19115,2022,565162000,10677,5901,5713
19117,2020,384750000,8620,4606,4441
19117,2021,420536000,8696,4607,4475
19117,2022,428276000,8689,4630,4527
19119,2020,674872000,11927,6830,6662
19119,2021,790319000,12061,6972,6825
19119,2022,874515000,12179,7078,6946
19121,2020,878674000,16628,8350,7881
19121,2021,962239000,16789,8510,8160
19121,2022,993855000,17036,8767,8486
19123,2020,1003676000,22147,11832,11278
19123,2021,1099114000,21944,12010,11605
19123,2022,1126076000,21946,12327,12020
19125,2020,1763057000,33408,17929,17189
19125,2021,1937298000,33444,18571,18038
19125,2022,2008914000,33642,19129,18720
19127,2020,1817459000,40093,17508,16294
19127,2021,1951003000,39899,17332,16321
19127,2022,1944324000,39879,17356,16420
19129,2020,883956000,14399,6954,6680
19129,2021,972373000,14464,7013,6789
19129,2022,1030831000,14553,7091,6922
19131,2020,607915000,10588,6047,5845
19131,2021,795506000,10563,5828,5667
19131,2022,1011860000,10532,5858,5733
19133,2020,413280000,8746,4364,4161
19133,2021,491858000,8595,4418,4242
19133,2022,513297000,8486,4432,4302
19135,2020,374982000,7597,3943,3742
19135,2021,408466000,7595,3955,3806
19135,2022,414852000,7550,4067,3951
19137,2020,451094000,10330,4849,4627
19137,2021,504257000,10325,4884,4700
19137,2022,513754000,10205,4995,4869
19139,2020,2178545000,43141,21277,20042
19139,2021,2282520000,42688,20853,19957
19139,2022,2300932000,42377,20985,20341
19141,2020,764552000,14154,8083,7816
19141,2021,854431000,14062,8105,7881
19141,2022,913447000,14060,8152,7971
19143,2020,294431000,6202,3497,3398
19143,2021,353525000,6163,3532,3454
19143,2022,394785000,6036,3610,3544
19145,2020,691004000,15196,6188,5884
19145,2021,796653000,15215,6317,6080
19145,2022,806133000,15143,6459,6296
19147,2020,427314000,8989,4545,4340
19147,2021,517039000,8909,4518,4380
19147,2022,570359000,8764,4512,4395
19149,2020,1452613000,25689,14310,13804
19149,2021,1620696000,25714,14494,14093
19149,2022,1730842000,25681,14787,14468
19151,2020,337782000,7067,4207,4062
19151,2021,416669000,7057,4225,4107
19151,2022,447653000,7053,4233,4139
19153,2020,28240630000,492997,264046,248404
19153,2021,30809824000,497675,268498,257537
19153,2022,31394821000,501089,276399,268724
19155,2020,4454964000,93670,47020,44576
19155,2021,4800483000,93434,47134,45301
19155,2022,4879388000,93173,47609,46252
19157,2020,884253000,18628,9751,9280
19157,2021,986753000,18603,10006,9599
19157,2022,1038364000,18467,10239,9949
19159,2020,230448000,4642,2369,2279
19159,2021,267801000,4626,2395,2321
19159,2022,267800000,4670,2365,2310
19161,2020,532738000,9794,5162,4983
19161,2021,657213000,9745,5218,5060
19161,2022,753850000,9673,5277,5145
19163,2020,9899085000,174596,86696,80925
19163,2021,10697219000,174278,87108,82818
19163,2022,10968288000,173924,88315,85390
19165,2020,617566000,11723,6336,6112
19165,2021,742588000,11773,6362,6175
19165,2022,774884000,11645,6441,6293
19167,2020,1953931000,35887,21131,20584
19167,2021,2130142000,35991,21896,21413
19167,2022,2427942000,36050,22783,22353
19169,2020,4423033000,98645,56620,54611
19169,2021,4825898000,99666,57416,55849
19169,2022,4958542000,99673,59305,58067
19171,2020,834842000,17077,9215,8752
19171,2021,960413000,16874,9137,8748
19171,2022,978981000,16903,9181,8872
19173,2020,268438000,5865,3068,2958
19173,2021,326712000,5873,3109,3019
19173,2022,337367000,5858,3137,3073
19175,2020,526856000,12132,6153,5800
19175,2021,591916000,12036,6057,5810
19175,2022,594749000,11887,6067,5895
19177,2020,296775000,7217,3664,3499
19177,2021,342479000,7261,3643,3516
19177,2022,348256000,7256,3706,3599
19179,2020,1501128000,35330,17316,16299
19179,2021,1595141000,35283,16911,16143
19179,2022,1604810000,35043,16876,16311
19181,2020,2870242000,52588,27696,26458
19181,2021,3176942000,53487,28386,27417
19181,2022,3287573000,54327,29315,28579
19183,2020,1322067000,22540,11388,10929
19183,2021,1604354000,22494,11496,11103
19183,2022,1781497000,22571,11710,11398
19185,2020,288603000,6504,2786,2664
19185,2021,340888000,6511,2828,2735
19185,2022,343753000,6467,2915,2838
19187,2020,1722390000,36985,18622,17662
19187,2021,1911213000,37178,18555,17775
19187,2022,1959778000,36626,18741,18162
19189,2020,468059000,10662,5036,4720
19189,2021,548486000,10664,4978,4787
19189,2022,584073000,10617,5011,4872
19191,2020,1086417000,20037,11108,10576
19191,2021,1178441000,19915,11400,10968
19191,2022,1219250000,19974,11453,11086
19193,2020,4892678000,105904,54453,51635
19193,2021,5271919000,105816,54915,52763
19193,2022,5392308000,105671,55989,54405
19195,2020,332080000,7435,4082,3866
19195,2021,395971000,7380,4010,3855
19195,2022,405607000,7319,3999,3889
19197,2020,607875000,12915,6960,6689
19197,2021,741796000,12811,6668,6412
19197,2022,892998000,12681,6564,6390
20001,2020,557713000,12532,6430,6086
20001,2021,605841000,12526,6486,6280
20001,2022,587764000,12579,6306,6127
20003,2020,351233000,7843,4304,4130
20003,2021,425599000,7800,4632,4512
20003,2022,366989000,7776,4358,4260
20005,2020,684515000,16318,6889,6426
20005,2021,724379000,16257,6771,6505
20005,2022,691194000,16108,6789,6555
20007,2020,209169000,4203,2323,2249
20007,2021,222693000,4099,2302,2256
20007,2022,208239000,4122,2281,2235
20009,2020,1290658000,25419,13708,13084
20009,2021,1339513000,25239,13328,12925
20009,2022,1386180000,25080,13116,12775
20011,2020,647416000,14333,6727,6344
20011,2021,692540000,14336,6493,6243
20011,2022,721018000,14493,6255,6039
20013,2020,461057000,9482,5163,4937
20013,2021,489633000,9453,5133,4990
20013,2022,442031000,9364,5059,4941
20015,2020,3374412000,67390,32562,30435
20015,2021,3550635000,67958,32514,31338
20015,2022,3659856000,68240,32661,31763
20017,2020,148453000,2574,1459,1380
20017,2021,157175000,2598,1377,1343
20017,2022,151218000,2548,1396,1366
20019,2020,140216000,3385,1488,1397
20019,2021,148755000,3391,1463,1403
20019,2022,142956000,3415,1424,1384
20021,2020,911750000,19297,10027,9507
20021,2021,985455000,19208,9894,9593
20021,2022,1001442000,19088,9905,9650
20023,2020,145618000,2615,1307,1279
20023,2021,174987000,2624,1294,1269
20023,2022,140851000,2583,1259,1229
20025,2020,113284000,1974,1141,1118
20025,2021,109373000,1958,1131,1110
20025,2022,112375000,1933,1109,1088
20027,2020,383570000,8122,3827,3658
20027,2021,421758000,8091,3782,3681
20027,2022,382182000,8043,3735,3639
20029,2020,399844000,9008,3861,3705
20029,2021,425886000,8954,3893,3780
20029,2022,398416000,8946,3810,3709
20031,2020,477366000,8356,3954,3752
20031,2021,496594000,8343,3972,3839
20031,2022,460556000,8280,3792,3663
20033,2020,77474000,1680,870,841
20033,2021,83602000,1660,895,875
20033,2022,72955000,1681,868,849
20035,2020,1448931000,34524,16868,15774
20035,2021,1506778000,34652,16673,16081
20035,2022,1504368000,34453,16415,15935
20037,2020,1677091000,38951,19033,17991
20037,2021,1764393000,39033,18898,18276
20037,2022,1771794000,39078,19116,18569
20039,2020,149403000,2765,1231,1187
20039,2021,160192000,2764,1205,1173
20039,2022,163308000,2689,1189,1156
20041,2020,847962000,18368,8913,8489
20041,2021,911382000,18483,9051,8772
20041,2022,873520000,18430,8669,8431
20043,2020,347184000,7463,4157,3967
20043,2021,381418000,7442,4089,3971
20043,2022,350551000,7440,4023,3921
20045,2020,5781592000,118777,64306,60493
20045,2021,6195233000,119480,64691,62591
20045,2022,6334017000,119964,65477,63789
20047,2020,175053000,2883,1466,1423
20047,2021,194469000,2800,1460,1428
20047,2022,160329000,2739,1390,1359
20049,2020,101145000,2474,1173,1116
20049,2021,105006000,2431,1156,1121
20049,2022,97178000,2441,1176,1145
20051,2020,1474369000,28943,17117,16543
20051,2021,1572392000,28897,17151,16803
20051,2022,1621173000,28941,17065,16733
20053,2020,285740000,6369,2717,2633
20053,2021,304810000,6320,2682,2619
20053,2022,290387000,6355,2630,2570
20055,2020,1725146000,38302,20655,19974
20055,2021,1839724000,38066,20306,19858
20055,2022,1869130000,37650,20521,20102
20057,2020,1516250000,34208,17341,16773
20057,2021,1606870000,34121,17654,17260
20057,2022,1596931000,33848,17849,17482
20059,2020,1199050000,26008,14294,13531
20059,2021,1281376000,26021,14539,14072
20059,2022,1257354000,25992,14824,14465
20061,2020,1759108000,36751,11702,10885
20061,2021,1832634000,36112,11418,10916
20061,2022,1796125000,35691,11342,10921
20063,2020,174893000,2707,1467,1429
20063,2021,221322000,2735,1458,1429
20063,2022,198325000,2717,1370,1341
20065,2020,131465000,2408,1140,1089
20065,2021,147955000,2408,1134,1100
20065,2022,123848000,2411,1191,1164
20067,2020,326435000,7326,3113,2988
20067,2021,334370000,7318,2952,2858
20067,2022,292800000,7197,2806,2726
20069,2020,375433000,5646,3250,3180
20069,2021,376467000,5672,3222,3164
20069,2022,377624000,5729,3174,3113
20071,2020,110595000,1274,822,808
20071,2021,129239000,1280,825,814
20071,2022,107805000,1223,789,777
20073,2020,276343000,5965,3120,2957
20073,2021,283122000,5922,3032,2944
20073,2022,254727000,5939,3040,2968
20075,2020,188568000,2489,1622,1596
20075,2021,179817000,2468,1629,1606
20075,2022,193141000,2430,1630,1603
20077,2020,307989000,5465,2797,2675
20077,2021,322529000,5329,2762,2687
20077,2022,310366000,5323,2782,2724
20079,2020,1613477000,33998,16855,15965
20079,2021,1702085000,33827,16948,16433
20079,2022,1716155000,33801,17066,16638
20081,2020,248551000,3759,2251,2200
20081,2021,269530000,3646,2228,2186
20081,2022,212136000,3576,2167,2126
20083,2020,113457000,1739,1020,994
20083,2021,117595000,1750,1033,1014
20083,2022,109152000,1755,1021,1000
20085,2020,619918000,13241,7270,6884
20085,2021,668732000,13270,7269,7073
20085,2022,653062000,13286,7280,7111
20087,2020,918083000,18320,10286,9794
20087,2021,989988000,18419,10379,10060
20087,2022,982500000,18344,10373,10098
20089,2020,162389000,2936,1255,1218
20089,2021,183914000,2946,1235,1206
20089,2022,135319000,2898,1194,1164
20091,2020,48330559000,611101,343296,326064
20091,2021,51037119000,614848,345165,335576
20091,2022,56039311000,619195,349354,341423
20093,2020,231691000,3961,2034,1983
20093,2021,241702000,3892,2040,2005
20093,2022,213528000,3855,2004,1966
20095,2020,362753000,7412,3266,3094
20095,2021,387192000,7280,3276,3173
20095,2022,358107000,7193,3267,3188
20097,2020,125970000,2452,1251,1212
20097,2021,134109000,2408,1229,1203
20097,2022,105008000,2404,1207,1181
20099,2020,919203000,20165,9701,9158
20099,2021,952147000,19929,9423,9090
20099,2022,944695000,19757,9441,9157
20101,2020,115484000,1569,759,737
20101,2021,125314000,1572,747,731
20101,2022,110586000,1556,725,704
20103,2020,3845598000,81953,36823,34703
20103,2021,4067522000,82322,36978,35712
20103,2022,4144804000,82892,37437,36362
20105,2020,155373000,2948,1742,1692
20105,2021,152937000,2907,1687,1649
20105,2022,136899000,2899,1683,1644
20107,2020,435319000,9586,4354,4044
20107,2021,462715000,9730,4346,4154
20107,2022,448178000,9796,4370,4201
20109,2020,163142000,2743,1615,1577
20109,2021,180112000,2710,1618,1591
20109,2022,161932000,2705,1624,1595
20111,2020,1418358000,32107,16696,15925
20111,2021,1499259000,31987,16930,16429
20111,2022,1492489000,31898,17072,16647
20113,2020,1657220000,30180,17244,16662
20113,2021,1732882000,30137,17175,16797
20113,2022,1727414000,30012,17407,17078
20115,2020,545853000,11778,5979,5740
20115,2021,572051000,11756,5999,5849
20115,2022,534082000,11868,5978,5835
20117,2020,477231000,10026,5507,5342
20117,2021,504738000,10010,5422,5312
20117,2022,454312000,9982,5330,5226
20119,2020,273611000,4054,2159,2100
20119,2021,305629000,3989,2176,2127
20119,2022,270003000,3897,2123,2083
20121,2020,1854984000,34232,17661,16787
20121,2021,2022497000,34665,17812,17273
20121,2022,2064878000,34867,18029,17574
20123,2020,399144000,5772,3442,3352
20123,2021,394298000,5757,3429,3358
20123,2022,364168000,5738,3358,3293
20125,2020,1268060000,31393,14946,13855
20125,2021,1353306000,31202,14701,14108
20125,2022,1361109000,30996,14585,14141
20127,2020,268884000,5367,3092,2971
20127,2021,279767000,5362,3075,3000
20127,2022,265455000,5349,3007,2938
20129,2020,131398000,2697,1134,1100
20129,2021,150972000,2669,1135,1105
20129,2022,106218000,2599,1130,1101
20131,2020,599131000,10265,5606,5450
20131,2021,627552000,10216,5567,5464
20131,2022,597310000,10115,5625,5523
20133,2020,695998000,15905,6252,5856
20133,2021,730092000,15779,6108,5840
20133,2022,709861000,15606,6070,5855
20135,2020,162501000,2667,1354,1309
20135,2021,180304000,2651,1315,1285
20135,2022,161329000,2645,1324,1296
20137,2020,265234000,5453,2656,2588
20137,2021,284654000,5369,2664,2615
20137,2022,274763000,5301,2613,2564
20139,2020,738444000,15746,7991,7586
20139,2021,786466000,15746,8038,7791
20139,2022,760480000,15654,8025,7803
20141,2020,179943000,3497,1982,1928
20141,2021,198250000,3485,1965,1927
20141,2022,171970000,3490,1899,1860
20143,2020,265142000,5728,2986,2864
20143,2021,298666000,5834,2965,2879
20143,2022,283619000,5795,3009,2934
20145,2020,286059000,6261,2864,2761
20145,2021,307677000,6246,2824,2758
